name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
ad infuse,"['Advertising', 'Mobile']",17600000.0,USA,CA,2005-11-01,3,2005-01-01,2008-01-23,1
ad.iq,"['Analytics', 'Customer Service', 'Lead Management', 'Mobile']",7706593.0,GBR,H9,2001-11-23,6,2006-03-06,2010-07-27,0
ad knights,"['Advertising', 'Social Media Advertising', 'Video']",50000.0,USA,TX,2010-03-01,1,2010-03-01,2010-03-01,0
adisn,['Advertising'],1550000.0,USA,CA,2004-05-14,2,2008-08-25,2009-05-13,1
ad pathlabs,"['Health Care', 'Medical', 'Technology']",8900000.0,USA,CA,1998-10-30,1,2003-02-10,2003-02-10,0
ad summos,['Advertising'],4549999.0,USA,NY,2010-01-01,2,2010-03-25,2011-06-01,0
ad2games,"['Games', 'Online Gaming']",9000000.0,DEU,16,2007-01-01,1,2014-12-02,2014-12-02,1
adaffix,"['Android', 'Mobile']",22966913.78341673,AUT,9,2009-04-01,1,2009-01-01,2009-01-01,0
adallom,"['Cloud Computing', 'Enterprises', 'Security']",49500000.0,USA,CA,2012-01-01,3,2012-12-01,2015-04-14,1
adamas pharmaceuticals,['Health Care'],82000000.0,USA,CA,2000-01-01,4,2005-05-01,2009-10-01,1
adamis pharmaceuticals,['Biotechnology'],16377078.0,USA,CA,2006-01-01,5,2012-04-06,2014-08-20,1
"adap.tv, now a part of one by aol","['Advertising', 'Auctions', 'Television', 'Video']",48500000.0,USA,NY,2006-11-01,5,2007-02-01,2011-03-28,1
adapt technologies,['Advertising'],10000000.0,USA,CA,2001-01-01,1,2005-06-12,2005-06-12,1
adaptimmune,['Biotechnology'],107500000.0,GBR,Q5,2008-01-01,2,2014-03-26,2014-09-25,1
"adaptive medias, inc.","['Advertising', 'Displays', 'Mobile', 'Video']",12400000.0,USA,CA,2012-01-01,3,2014-09-12,2015-05-05,1
adaptive ozone solutions,['Clean Technology'],3750000.0,USA,KS,2004-03-19,1,2008-06-30,2008-06-30,0
adaptive tcr,"['Biotechnology', 'Health Diagnostics']",10350000.0,USA,WA,2009-01-01,2,2010-03-26,2011-06-10,0
adaptiveblue,"['Entertainment', 'Games', 'Reviews and Recommendations', 'Semantic Web']",24020000.0,USA,NY,2007-01-01,4,2007-02-20,2012-01-11,1
adaptiv.io,['Software'],10000000.0,USA,CA,2007-04-07,1,2013-01-14,2013-01-14,1
adaptivity,['Enterprise Software'],24845955.0,USA,NC,2007-01-01,6,2009-11-04,2013-01-04,1
adaptix,['Public Relations'],6500000.0,USA,TX,2005-06-24,2,2009-10-05,2011-10-18,1
adaytum,"['Business Services', 'Enterprises', 'Software']",7400000.0,SGP,unknown,1997-02-21,1,2001-06-04,2001-06-04,1
adbidtise,['Advertising'],150000.0,USA,WI,2014-07-04,1,2014-07-04,2014-07-04,0
adbrite,"['Advertising', 'Auctions', 'Publishing']",40400000.0,USA,CA,2003-01-01,4,2004-09-01,2012-05-01,1
adbuddy inc,"['Advertising', 'Local', 'Mobile', 'Social Media']",100000.0,USA,NC,2012-06-13,1,2012-09-01,2012-09-01,0
adcamp,['Advertising'],2000000.0,RUS,48,2009-08-30,1,2013-12-11,2013-12-11,0
adcare health systems,"['Biotechnology', 'Health Care']",36043700.0,USA,GA,1988-01-01,7,2009-12-14,2015-04-13,1
adcast,"['Advertising', 'Facebook Applications', 'Social Media', 'Twitter Applications']",3500.0,USA,MD,2009-03-28,1,2009-03-28,2009-03-28,0
adcentricity,"['Advertising', 'Displays', 'Location Based Services', 'Mobile', 'Mobile Software Tools', 'News', 'Sales and Marketing']",2940000.0,CAN,ON,2007-03-01,1,2008-06-11,2008-06-11,1
adchemy,['Advertising'],119191000.0,USA,CA,2004-01-01,7,2005-02-09,2011-09-21,1
adchina,['Advertising'],10000000.0,CHN,23,2007-01-01,3,2008-06-12,2011-03-01,1
adcole corporation,"['Aerospace', 'Industrial', 'Manufacturing']",41358853.86867132,USA,MA,2010-04-19,1,2014-07-31,2014-07-31,1
adconion media group,"['Ad Targeting', 'Advertising', 'Entertainment']",114000000.0,USA,CA,2005-01-01,3,2007-01-31,2011-05-09,1
add life medical institute,"['Health Care', 'Hospitals', 'Medical']",15500000.0,SGP,unknown,2002-07-11,1,2006-10-22,2006-10-22,0
addex therapeutics,['Biotechnology'],2842048.0,CHE,7,2002-01-01,1,2015-03-09,2015-03-09,1
addfleet,"['Mobile', 'Mobility', 'Transportation']",4160600.0,ESP,56,2012-01-01,2,2012-09-19,2013-01-01,0
addus healthcare,"['Health and Wellness', 'Health Care']",1240000.0,USA,IL,1979-01-01,1,2010-08-10,2010-08-10,1
adea,['Consulting'],5000000.0,USA,TX,1996-01-01,1,2007-01-01,2007-01-01,1
adecn,"['Advertising', 'Sales and Marketing', 'Software']",3100000.0,USA,CA,2003-01-01,1,2006-02-01,2006-02-01,1
adenyo,['Mobile'],29758289.0,CAN,ON,2005-11-20,2,2010-03-03,2010-07-13,1
adept cloud,['Enterprise Software'],1015000.0,USA,CA,2011-06-01,2,2012-10-01,2012-11-01,1
adeptence,['Semiconductors'],5800000.0,USA,CA,2010-01-11,1,2014-04-24,2014-04-24,0
adeptus health,['Health and Wellness'],175000000.0,SGP,unknown,2011-06-26,1,2015-10-07,2015-10-07,1
adesto technologies,['Semiconductors'],56381909.0,USA,CA,2006-01-01,7,2009-04-24,2015-09-11,1
adexact corp.,"['Service Providers', 'Telecommunications', 'Television']",5500000.0,SGP,unknown,1997-06-08,1,2001-09-19,2001-09-19,0
adexlink,"['Advertising', 'Android', 'iOS']",2000000.0,USA,CA,2010-08-16,1,2011-06-10,2011-06-10,0
adeyoh,"['Curated Web', 'Social Media']",12000.0,USA,unknown,2009-10-01,1,2010-01-01,2010-01-01,0
adflow health networks,['Health and Wellness'],2500190.0,USA,PA,2007-02-04,1,2011-05-18,2011-05-18,0
adgrok,['Advertising'],470000.0,USA,CA,2010-05-01,2,2010-05-01,2011-03-07,1
adhere2care,['Health and Wellness'],300000.0,USA,GA,2011-01-01,1,2012-03-29,2012-03-29,0
adherence compliance,"['Financial Services', 'Information Technology', 'Software']",60000.0,USA,CO,2014-06-01,1,2015-01-02,2015-01-02,0
adheron therapeutics,['Biotechnology'],1500000.0,USA,CA,2011-04-19,1,2015-07-31,2015-07-31,1
adhysteria,"['Classifieds', 'Curated Web', 'Video']",10000.0,IND,16,2007-09-01,1,2007-07-01,2007-07-01,0
adi engineering,['Networking'],41358853.86867132,USA,VA,1990-01-01,1,2011-11-10,2011-11-10,1
adiana,['Biotechnology'],23000000.0,USA,CA,1997-01-01,1,2005-08-25,2005-08-25,1
adicate timeads,['Advertising'],2900000.0,NOR,13,2005-11-01,3,2005-11-01,2007-12-01,0
adify,['Advertising'],27000000.0,USA,CA,2006-08-08,2,2006-08-01,2007-04-18,1
adility,"['Advertising', 'Coupons', 'Local Advertising', 'Local Based Services', 'Network Security']",100000.0,USA,CA,2009-02-01,2,2011-07-01,2011-09-06,1
adir technologies,"['Services', 'Technology', 'VoIP']",25000000.0,USA,NJ,1997-02-28,1,2001-06-11,2001-06-11,0
adjacent applications,"['DOD/Military', 'E-Commerce', 'Internet', 'Marketplaces', 'Mobile']",256000.0,USA,CA,2011-05-31,2,2011-11-15,2012-12-01,0
adjug,"['Advertising', 'Internet', 'Marketplaces', 'Publishing']",8500000.0,GBR,H9,2007-01-01,2,2007-07-03,2008-03-01,1
adku,['Software'],1540000.0,USA,CA,2010-08-01,3,2010-11-01,2011-12-09,1
adlib mediation llc,"['Advertising', 'Apps', 'Mobile']",200000.0,SGP,unknown,2014-03-01,1,2014-11-15,2014-11-15,0
adma biologics,['Biotechnology'],46500000.0,USA,NJ,2009-07-12,3,2013-10-23,2014-12-15,1
admatic,"['Big Data Analytics', 'Digital Media', 'E-Commerce', 'Marketing Automation', 'Search Marketing']",8685985.864614366,BRA,21,2013-03-01,1,2013-07-01,2013-07-01,1
admazely,"['Advertising', 'E-Commerce']",600000.0,DNK,17,2011-10-01,1,2012-04-01,2012-04-01,0
admeld,"['Advertising', 'Auctions', 'Software']",30000000.0,USA,NY,2007-10-01,3,2008-11-10,2010-08-01,1
admeta,"['Advertising', 'Internet', 'Optimization', 'Real Time']",5000000.0,SWE,28,2002-01-01,1,2008-01-01,2008-01-01,1
admify,"['Advertising', 'E-Commerce']",26000.0,RUS,48,2012-04-01,1,2013-04-01,2013-04-01,0
admob,"['Advertising', 'Mobile']",46800000.0,USA,CA,2006-12-01,4,2006-09-01,2009-01-29,1
admobius,['Advertising'],5000000.0,USA,CA,2011-07-01,1,2012-09-30,2012-09-30,1
adnavance technologies,['Biotechnology'],7588201.0,USA,CA,2001-08-18,2,2005-11-29,2008-02-26,0
adnectar,"['Advertising', 'Virtual Goods']",41358853.86867132,USA,CA,2008-01-19,1,2008-08-01,2008-08-01,0
adnexus,"['Biotechnology', 'Health Care', 'Medical', 'Therapeutics']",55500000.0,USA,MA,2002-01-01,3,2003-01-01,2007-08-07,1
adometry by google,"['Advertising', 'Analytics', 'Displays', 'Software']",29575000.0,USA,TX,2005-01-01,5,2007-02-07,2012-12-28,1
adomo,['Messaging'],18500000.0,USA,CA,1999-08-01,2,1999-11-01,2007-06-28,1
ador,"['News', 'Social Commerce', 'Social Media']",56464869.0,USA,WA,2009-02-01,5,2010-07-06,2013-10-31,1
adotube,"['Advertising', 'Monetization', 'Video']",1230000.0,USA,NY,2007-02-26,2,2007-07-31,2008-04-01,1
adp (automatic data processing),"['Business Services', 'Consulting', 'Outsourcing']",2000000.0,USA,NJ,1949-01-01,1,2005-12-30,2005-12-30,1
adpeps,['Advertising'],300000.0,RUS,unknown,2008-08-20,1,2012-12-01,2012-12-01,0
adquantic,"['Advertising', 'Algorithms', 'Auctions', 'Optimization', 'Search Marketing', 'Semantic Search']",15698415.835953712,FRA,A8,2010-01-01,1,2013-02-01,2013-02-01,1
adquota,['Advertising'],3216500.0,DNK,17,2009-10-06,1,2014-01-17,2014-01-17,1
adready,"['Advertising', 'Displays', 'Graphics']",17807000.0,USA,WA,2006-01-01,4,2007-07-01,2012-06-19,1
adreal,['Business Services'],150000.0,RUS,unknown,2008-08-20,1,2012-12-01,2012-12-01,0
adrocket,"['Ad Targeting', 'Advertising', 'Email', 'Optimization']",1000000.0,USA,CA,2008-02-01,1,2009-05-15,2009-05-15,0
adsage,"['Advertising', 'Services', 'Software']",20000000.0,USA,WA,2007-01-01,1,2011-09-01,2011-09-01,1
adslot,"['Advertising', 'Media', 'Technology']",31634312.0,AUS,7,2007-01-01,7,2007-02-14,2014-07-03,1
adsman.ssp,"['Advertising', 'Advertising Platforms', 'Mobile']",100000.0,SGP,unknown,2015-05-01,1,2015-04-10,2015-04-10,0
adstack,['Advertising'],41358853.86867132,USA,CA,2011-01-01,2,2011-04-01,2012-05-01,1
adtrade,['Advertising'],8685985.864614366,BRA,2,2013-07-01,1,2013-07-01,2013-07-01,0
adtuitive,['Advertising'],1300000.0,USA,NY,2008-07-01,1,2009-02-01,2009-02-01,1
aductions,['Advertising'],100000.0,USA,CA,2007-03-16,1,2007-07-05,2007-07-05,1
adura technologies,"['Clean Energy', 'Clean Technology', 'Lighting']",25500000.0,USA,CA,2008-01-01,3,2008-10-16,2012-04-26,1
aduro biotech,['Biotechnology'],143380947.0,USA,CA,2000-01-01,8,2009-11-17,2015-01-05,1
advaliant,"['Advertising', 'Incentives', 'Internet', 'Performance Marketing', 'Sales and Marketing', 'Search']",100000.0,USA,NY,2013-04-16,1,2004-04-01,2004-04-01,0
advanced accelerator applications,"['Biotechnology', 'Health Diagnostics']",52750600.0,FRA,B9,2002-01-01,1,2014-02-17,2014-02-17,1
advanced analogic technologies,['Semiconductors'],15000000.0,USA,NM,1999-10-09,1,2004-01-20,2004-01-20,1
advanced biohealing,['Biotechnology'],33500000.0,USA,CT,2003-01-01,2,2005-11-21,2007-02-27,1
advanced cardiac therapeutics,['Biotechnology'],12300000.0,USA,CA,2007-01-01,2,2010-01-11,2014-04-21,0
advanced cell technology,['Biotechnology'],57777000.0,USA,CA,2007-01-01,3,2009-11-12,2014-07-03,1
advanced data exchange,['Software'],10000000.0,USA,CA,1992-01-01,1,2003-07-28,2003-07-28,1
advanced digital design,"['Design', 'Home Automation', 'Home Decor', 'Home Renovation']",16576852.052269405,ESP,52,2001-01-01,1,2007-02-20,2007-02-20,1
advanced electron beams,['Clean Technology'],31670000.0,USA,MA,2005-01-01,2,2007-03-26,2009-08-04,0
advanced in vitro cell technologies,['Health Care'],16211800.0,ESP,56,2001-01-01,1,2007-11-29,2007-11-29,1
advanced leds,['Technology'],399947.0,SGP,unknown,2008-05-21,3,2012-09-01,2015-04-10,0
advanced liquid logic,['Hardware + Software'],5455180.0,USA,NC,2004-12-17,6,2009-03-30,2013-05-24,1
advanced marketing & media group,"['Advertising', 'Business Intelligence', 'Sales and Marketing', 'Software', 'Technology']",500000.0,USA,CT,2007-02-01,1,2007-02-15,2007-02-15,0
advanced media,['Technology'],60764825.0,JPN,40,2009-01-27,1,2013-05-10,2013-05-10,1
advanced mobile solutions,"['Advertising', 'App Marketing', 'Mobile']",41358853.86867132,USA,PA,1998-01-03,1,2008-01-01,2008-01-01,1
advanced ophthalmic pharma,['Biotechnology'],2000000.0,ISR,5,2007-01-01,1,2010-05-02,2010-05-02,0
advanced photonix,"['Analytics', 'Hardware + Software']",562336.0,USA,MI,2006-03-19,1,2010-06-30,2010-06-30,1
advanced power projects,['Clean Technology'],13000000.0,USA,CA,2009-01-01,1,2008-03-18,2008-03-18,0
art advanced recognition technologies,"['Computers', 'Software', 'Technology']",6000000.0,USA,GA,1990-01-01,1,2004-01-14,2004-01-14,1
advandx,['Biotechnology'],39700000.0,USA,MA,2002-01-01,5,2007-09-18,2015-03-17,1
advasense,['Semiconductors'],24000000.0,ISR,2,2004-01-01,3,2005-01-25,2007-03-13,1
advaxis,['Biotechnology'],98537423.0,USA,NJ,2002-01-01,8,2009-10-01,2015-08-26,1
advebs,"['Enterprise Software', 'Internet Marketing']",980000.0,USA,CA,2004-08-24,1,2008-12-05,2008-12-05,0
advent solar,"['Clean Technology', 'Solar']",78000000.0,USA,NM,1998-09-20,3,2003-01-01,2007-06-19,1
adventi,['Consulting'],2930000.0,GBR,V8,2001-04-12,2,2005-07-24,2009-03-03,0
adventure central,"['E-Commerce', 'Marketplaces', 'SaaS', 'Travel']",3500000.0,USA,AZ,2003-01-01,1,2007-01-10,2007-01-10,1
advisorport,"['Application Platforms', 'Consulting', 'Investment Management']",5000000.0,SGP,unknown,1998-07-21,1,2002-11-01,2002-11-01,0
adviva,['Advertising'],8000000.0,USA,CA,2000-08-20,1,2004-12-01,2004-12-01,1
advizzer,"['Curated Web', 'Mobile']",1000000.0,RUS,unknown,2010-04-18,1,2012-08-01,2012-08-01,0
adwhirl,['Mobile'],1000000.0,USA,CA,2005-03-06,1,2009-06-17,2009-06-17,1
adwings,['Advertising'],24997.0,GBR,C3,2011-01-01,1,2011-05-01,2011-05-01,0
adwired,"['Advertising', 'Android', 'iPhone', 'Media', 'Mobile', 'Web Development', 'Windows Phone 7']",351681.0,RUS,48,2009-09-01,2,2013-08-13,2013-08-13,0
adxpose,"['Advertising', 'Analytics', 'SaaS']",22800000.0,USA,WA,2005-01-01,3,2007-02-01,2011-04-04,1
adyounet,['Advertising'],1400000.0,USA,CA,2006-01-01,2,2007-01-01,2008-04-30,0
adzilla,['Advertising'],10250000.0,USA,CA,2003-04-20,1,2007-08-01,2007-08-01,0
aea technology,['Clean Technology'],6500000.0,GBR,unknown,2004-05-17,1,2008-08-28,2008-08-28,1
aegerion pharmaceuticals,"['Biotechnology', 'Health Care']",19814760.0,USA,MA,2005-01-01,2,2010-06-28,2010-10-11,1
aegis analytical corp.,"['Enterprises', 'Manufacturing', 'Software']",1304000.0,USA,CO,2007-02-25,1,2011-06-08,2011-06-08,1
aegis lightwave,"['Information Technology', 'Semiconductors']",8000000.0,USA,MA,2000-10-01,1,2006-03-01,2006-03-01,1
aegis surgical,['Health Care'],8575179.433517292,IRL,7,2009-11-30,1,2014-03-13,2014-03-13,0
aehr test systems,['Hardware + Software'],7857000.0,USA,CA,1977-01-01,4,1985-09-19,2015-04-22,1
aep networks,['Web Hosting'],5000000.0,USA,NJ,1998-01-01,1,2004-12-23,2004-12-23,1
aepona,['Web Hosting'],40000000.0,GBR,R3,1999-01-01,3,2005-03-04,2010-06-30,1
aerie pharmaceuticals,['Biotechnology'],253614965.0,USA,NJ,2005-01-01,5,2010-09-01,2014-09-09,1
aeristech limited,"['Automotive', 'Electronics', 'Engineering Firms', 'Motors']",396528.547243142,SGP,unknown,2006-02-07,1,2014-08-01,2014-08-01,0
aerob,"['Aerospace', 'Drones', 'Robotics']",159000.0,RUS,unknown,2008-09-06,1,2012-12-18,2012-12-18,0
aerohive networks,"['Mobile', 'Technology']",104952382.0,USA,CA,2006-01-01,6,2006-07-01,2013-07-09,1
aeromics,['Biotechnology'],1349360.0,USA,OH,2009-12-07,1,2014-03-20,2014-03-20,0
aeromot,"['Aerospace', 'Defense', 'Services']",243000.0,BRA,23,1967-01-01,1,1985-05-01,1985-05-01,0
aeropostale,"['Consumers', 'E-Commerce']",150000000.0,USA,NY,1987-01-01,1,2014-05-28,2014-05-28,1
aeroscout,"['Mobile', 'RFID', 'Wireless']",49000000.0,USA,CA,1999-01-01,4,2007-03-02,2010-11-04,1
aerovance,['Biotechnology'],120500000.0,USA,CA,2004-01-01,5,2007-03-28,2011-03-21,0
aerovectrx,"['Health Care', 'Medical', 'Therapeutics']",1200000.0,USA,GA,2002-05-28,5,2006-09-08,2009-01-15,0
aesica pharmaceuticals,['Biotechnology'],21214175.002838995,GBR,I7,2007-06-19,1,2011-09-30,2011-09-30,1
aesthera corporation,['Cosmetics'],6500000.0,USA,CA,2004-01-01,1,2005-02-15,2005-02-15,1
aether ventures inc.,"['Automotive', 'Innovation Engineering', 'Technology']",150000.0,SGP,unknown,2014-09-08,1,2015-08-01,2015-08-01,0
aethlon medical,['Health Care'],17681234.0,USA,CA,1999-01-01,12,2009-07-10,2015-06-24,1
affimed therapeutics,['Biotechnology'],108377224.0,DEU,1,2000-01-01,5,2007-04-04,2014-09-02,1
affinity,"['Ad Targeting', 'Advertising', 'Digital Media', 'Mobile Advertising']",85000000.0,USA,IL,2006-01-01,2,1999-10-01,2002-01-01,1
affinity systems,['Software'],151525.0,CAN,ON,2009-06-16,1,2013-09-27,2013-09-27,0
affinity labs,['Curated Web'],41358853.86867132,USA,CA,2001-09-20,1,2006-01-01,2006-01-01,1
affinium pharmaceuticals,"['Biotechnology', 'Health Care', 'Pharmaceuticals']",81800000.0,USA,TX,2000-01-01,5,2007-03-26,2013-09-11,1
affinnova,"['Advertising', 'Creative', 'Design', 'Optimization', 'Predictive Analytics', 'Sales and Marketing']",10500000.0,SGP,unknown,2000-01-01,2,2003-07-09,2004-08-17,1
affordable interior systems,['Furniture'],41358853.86867132,USA,MA,1989-01-01,1,1999-01-01,1999-01-01,1
affymax,['Biotechnology'],112999999.0,USA,CA,1997-04-18,3,2001-07-30,2009-03-03,0
africa talent management,"['Cloud Computing', 'Consulting', 'Recruiting']",15515606.656651298,SGP,unknown,2015-01-01,1,2015-11-01,2015-11-01,0
afternic,"['Domains', 'Marketplaces', 'Web Tools']",5000000.0,USA,MA,1995-09-01,1,1999-12-13,1999-12-13,1
ageia technologies,['Games'],27500000.0,USA,CA,2002-01-01,2,2004-10-04,2005-10-03,1
agelon м,['Business Services'],225000.0,RUS,unknown,2012-01-01,1,2013-07-01,2013-07-01,0
agencourt bioscience,['Biotechnology'],41358853.86867132,USA,MA,2000-01-01,1,1998-01-01,1998-01-01,1
agencyport software,['Software'],1171300.0,USA,MA,2000-01-01,1,2011-12-02,2011-12-02,1
agent panda,"['Communications Infrastructure', 'Online Reservations', 'Travel & Tourism']",50311.0,SGP,unknown,2013-01-01,1,2012-08-01,2012-08-01,0
agentrave,['Reviews and Recommendations'],45000.0,USA,GA,2015-07-15,1,2015-08-15,2015-08-15,0
agenus,['Biotechnology'],171140000.0,USA,MA,1994-01-01,5,2009-08-04,2015-09-23,1
aggregate knowledge,['Advertising'],74311925.0,USA,CA,2006-03-01,8,2005-01-01,2013-04-01,1
agiftidea.com,"['Gift Card', 'Social Media']",50000.0,USA,MD,2012-01-01,1,2012-01-01,2012-01-01,0
agile customer insight,"['Analytics', 'Banking', 'Big Data', 'Retail', 'SaaS', 'Sales and Marketing', 'Software']",640000.0,GBR,H9,2011-11-01,1,2011-11-01,2011-11-01,0
agile therapeutics,['Biotechnology'],111005000.0,USA,NJ,1997-01-01,7,2009-10-28,2015-02-06,1
agilezen,"['Enterprise Software', 'Health and Wellness', 'Internet', 'Project Management', 'Software']",25000.0,USA,CO,2009-01-01,1,2009-09-16,2009-09-16,1
agility communications,"['Lasers', 'Manufacturing', 'Optical Communications']",168000000.0,USA,CA,1998-01-01,4,2000-10-11,2005-03-09,1
"agillion, inc.","['SaaS', 'Services']",40000000.0,USA,TX,1998-01-01,1,1999-11-08,1999-11-08,0
agilys,['Software'],735330.0,BEL,10,2007-11-19,1,2012-03-01,2012-03-01,1
aginfolink,['Software'],12265000.0,USA,CO,1997-01-01,3,2007-03-07,2011-03-22,0
agios pharmaceuticals,"['Biotechnology', 'Health Care']",119823937.0,USA,MA,2008-01-01,4,2008-07-07,2011-11-17,1
agistics,['Enterprise Software'],2000000.0,USA,CA,2005-01-01,1,2005-11-10,2005-11-10,1
agito networks,['Enterprise Software'],22000000.0,USA,CA,2003-07-04,2,2007-10-15,2008-06-30,1
agnion energy,['Clean Technology'],41358853.86867132,USA,DE,2007-01-01,1,2011-05-12,2011-05-12,1
agooz,"['Delivery', 'E-Commerce', 'Fashion']",10000.0,MEX,11,2014-11-20,1,2015-04-17,2015-04-17,0
agoura technologies,['Nanotechnology'],1000000.0,USA,CA,2001-06-02,1,2005-09-13,2005-09-13,0
agraquest,['Biotechnology'],57100000.0,USA,CA,1995-01-01,4,2003-02-07,2011-03-21,1
agri.capital,['Clean Technology'],81672000.0,DEU,8,2004-01-01,1,2009-05-19,2009-05-19,0
agrimetis,"['Agriculture', 'Development Platforms', 'Technology']",7300000.0,SGP,unknown,2014-01-01,1,2015-02-13,2015-02-13,0
agroptima,"['Farming', 'Software']",16576852.052269405,ESP,56,2014-08-01,1,2014-09-01,2014-09-01,0
aha mobile,['Mobile'],3000000.0,USA,CA,2004-02-27,1,2008-06-09,2008-06-09,1
ahead,"['Advertising', 'Creative', 'Media', 'Software', 'Visualization', 'Web CMS', 'Web Development']",7006459.424847642,DNK,17,2007-10-01,1,2009-01-01,2009-01-01,0
ahura scientific,['Biotechnology'],29500000.0,USA,ME,2002-01-01,3,2002-08-19,2007-03-09,1
ai exchange,"['Finance', 'FinTech']",1500000.0,USA,MA,2007-06-02,1,2011-09-13,2011-09-13,0
aicent,['Mobile'],17300000.0,USA,CA,2000-01-01,2,2007-03-14,2008-09-03,1
postrank,"['Analytics', 'Social Media', 'Test and Measurement']",21906545.70101279,CAN,ON,2007-01-04,1,2009-01-06,2009-01-06,1
aifloo,['Software'],12111197.656653391,SWE,26,2011-08-21,1,2015-12-02,2015-12-02,0
aihit,"['Analytics', 'Artificial Intelligence', 'Business Intelligence', 'Consulting', 'Machine Learning']",7500000.0,GBR,N7,2007-01-01,2,2007-12-12,2011-10-07,1
air cleannsheen,"['Hospitality', 'Service Providers', 'Travel']",97500.0,USA,TX,2011-05-31,1,2015-09-11,2015-09-11,0
air semiconductor,"['Gps', 'Location Based Services', 'Semiconductors']",10000000.0,GBR,P8,2006-05-15,1,2006-04-11,2006-04-11,0
air2web,['Mobile'],25000000.0,USA,GA,1999-01-01,1,2006-09-26,2006-09-26,1
