name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status
ActoGeniX,"['Biotechnology', 'Clinical Trials', 'Pharmaceuticals']",30204758.8708734,BEL,8,,2,2007-02-08,2007-07-14,acquired
Acton Pharmaceuticals,['Biotechnology'],36700005,USA,MA,,4,2009-12-16,2013-05-21,acquired
Actona Technologies,"['Business Services', 'Technology']",28000000,USA,CA,2000-01-01,3,2002-08-16,2004-03-08,acquired
ActSocial,"['Advertising', 'Direct Marketing', 'Social CRM', 'Social Media']",2574004,SGP,,2009-02-04,2,2010-08-25,2013-11-25,acquired
Acucar Guarani,"['Manufacturing', 'Retail']",45400000,BRA,27,1976-01-01,1,2009-12-11,2009-12-11,closed
Acuity Pharmaceuticals,"['Health Care', 'Pharmaceuticals', 'Technology']",15000000,USA,PA,,1,2004-10-07,2004-10-07,acquired
Acura Pharmaceuticals,['Biotechnology'],10300000,USA,IL,,2,2013-12-31,2014-08-27,ipo
Acusphere,"['Biotechnology', 'Pharmaceuticals']",10000000,USA,MA,1993-01-01,2,2011-07-07,2012-02-23,ipo
Ad Infuse,"['Advertising', 'Mobile']",17600000,USA,CA,2005-11-01,3,2005-01-01,2008-01-23,acquired
Ad.IQ,"['Analytics', 'Customer Service', 'Lead Management', 'Mobile']",7706593,GBR,H9,,6,2006-03-06,2010-07-27,closed
Ad Knights,"['Advertising', 'Social Media Advertising', 'Video']",50000,USA,TX,2010-03-01,1,2010-03-01,2010-03-01,closed
Adisn,['Advertising'],1550000,USA,CA,,2,2008-08-25,2009-05-13,acquired
AD PathLabs,"['Health Care', 'Medical', 'Technology']",8900000,USA,CA,,1,2003-02-10,2003-02-10,closed
Ad Summos,['Advertising'],4549999,USA,NY,2010-01-01,2,2010-03-25,2011-06-01,closed
Ad2games,"['Games', 'Online Gaming']",9000000,DEU,16,2007-01-01,1,2014-12-02,2014-12-02,acquired
Adaffix,"['Android', 'Mobile']",-,AUT,9,2009-04-01,1,2009-01-01,2009-01-01,closed
Adallom,"['Cloud Computing', 'Enterprises', 'Security']",49500000,USA,CA,2012-01-01,3,2012-12-01,2015-04-14,acquired
Adam Aircraft,,105000000,USA,CO,1998-01-01,1,2007-06-21,2007-06-21,closed
Adamas Pharmaceuticals,['Health Care'],82000000,USA,CA,2000-01-01,4,2005-05-01,2009-10-01,ipo
Adamis Pharmaceuticals,['Biotechnology'],16377078,USA,CA,2006-01-01,5,2012-04-06,2014-08-20,ipo
"Adap.tv, now a part of ONE by AOL","['Advertising', 'Auctions', 'Television', 'Video']",48500000,USA,NY,2006-11-01,5,2007-02-01,2011-03-28,acquired
Adapt Technologies,['Advertising'],10000000,USA,CA,2001-01-01,1,2005-06-12,2005-06-12,acquired
Adaptimmune,['Biotechnology'],107500000,GBR,Q5,2008-01-01,2,2014-03-26,2014-09-25,ipo
"Adaptive Medias, Inc.","['Advertising', 'Displays', 'Mobile', 'Video']",12400000,USA,CA,2012-01-01,3,2014-09-12,2015-05-05,ipo
Adaptive Ozone Solutions,['Clean Technology'],3750000,USA,KS,,1,2008-06-30,2008-06-30,closed
Adaptive TCR,"['Biotechnology', 'Health Diagnostics']",10350000,USA,WA,2009-01-01,2,2010-03-26,2011-06-10,closed
AdaptiveBlue,"['Entertainment', 'Games', 'Reviews and Recommendations', 'Semantic Web']",24020000,USA,NY,2007-01-01,4,2007-02-20,2012-01-11,acquired
Adaptiv.io,['Software'],10000000,USA,CA,2007-04-07,1,2013-01-14,2013-01-14,acquired
Adaptivity,['Enterprise Software'],24845955,USA,NC,2007-01-01,6,2009-11-04,2013-01-04,acquired
ADAPTIX,['Public Relations'],6500000,USA,TX,,2,2009-10-05,2011-10-18,acquired
Adaytum,"['Business Services', 'Enterprises', 'Software']",7400000,,,,1,2001-06-04,2001-06-04,acquired
adBidtise,['Advertising'],150000,USA,WI,2014-07-04,1,2014-07-04,2014-07-04,closed
adBrite,"['Advertising', 'Auctions', 'Publishing']",40400000,USA,CA,2003-01-01,4,2004-09-01,2012-05-01,acquired
AdBuddy Inc,"['Advertising', 'Local', 'Mobile', 'Social Media']",100000,USA,NC,2012-06-13,1,2012-09-01,2012-09-01,closed
AdCamp,['Advertising'],2000000,RUS,48,,1,2013-12-11,2013-12-11,closed
AdCare Health Systems,"['Biotechnology', 'Health Care']",36043700,USA,GA,1988-01-01,7,2009-12-14,2015-04-13,ipo
Adcast,"['Advertising', 'Facebook Applications', 'Social Media', 'Twitter Applications']",3500,USA,MD,2009-03-28,1,2009-03-28,2009-03-28,closed
ADCentricity,"['Advertising', 'Displays', 'Location Based Services', 'Mobile', 'Mobile Software Tools', 'News', 'Sales and Marketing']",2940000,CAN,ON,2007-03-01,1,2008-06-11,2008-06-11,acquired
Adchemy,['Advertising'],119191000,USA,CA,2004-01-01,7,2005-02-09,2011-09-21,acquired
AdChina,['Advertising'],10000000,CHN,23,2007-01-01,3,2008-06-12,2011-03-01,acquired
Adcole Corporation,"['Aerospace', 'Industrial', 'Manufacturing']",-,USA,MA,,1,2014-07-31,2014-07-31,acquired
Adconion Media Group,"['Ad Targeting', 'Advertising', 'Entertainment']",114000000,USA,CA,2005-01-01,3,2007-01-31,2011-05-09,acquired
Add Life Medical Institute,"['Health Care', 'Hospitals', 'Medical']",15500000,,,,1,2006-10-22,2006-10-22,closed
Addex Therapeutics,['Biotechnology'],2842048,CHE,7,2002-01-01,1,2015-03-09,2015-03-09,ipo
AddFleet,"['Mobile', 'Mobility', 'Transportation']",4160600,ESP,56,2012-01-01,2,2012-09-19,2013-01-01,closed
Addus HealthCare,"['Health and Wellness', 'Health Care']",1240000,USA,IL,1979-01-01,1,2010-08-10,2010-08-10,ipo
Adea,['Consulting'],5000000,USA,TX,1996-01-01,1,2007-01-01,2007-01-01,acquired
AdECN,"['Advertising', 'Sales and Marketing', 'Software']",3100000,USA,CA,2003-01-01,1,2006-02-01,2006-02-01,acquired
Adenyo,['Mobile'],29758289,CAN,ON,,2,2010-03-03,2010-07-13,acquired
Adept Cloud,['Enterprise Software'],1015000,USA,CA,2011-06-01,2,2012-10-01,2012-11-01,acquired
Adeptence,['Semiconductors'],5800000,USA,CA,,1,2014-04-24,2014-04-24,closed
Adeptus Health,['Health and Wellness'],175000000,,,,1,2015-10-07,2015-10-07,ipo
Adesto Technologies,['Semiconductors'],56381909,USA,CA,2006-01-01,7,2009-04-24,2015-09-11,ipo
ADexact Corp.,"['Service Providers', 'Telecommunications', 'Television']",5500000,,,,1,2001-09-19,2001-09-19,closed
AdexLink,"['Advertising', 'Android', 'iOS']",2000000,USA,CA,2010-08-16,1,2011-06-10,2011-06-10,closed
Adeyoh,"['Curated Web', 'Social Media']",12000,USA,,2009-10-01,1,2010-01-01,2010-01-01,closed
ADFLOW Health Networks,['Health and Wellness'],2500190,USA,PA,,1,2011-05-18,2011-05-18,closed
AdGrok,['Advertising'],470000,USA,CA,2010-05-01,2,2010-05-01,2011-03-07,acquired
Adhere2Care,['Health and Wellness'],300000,USA,GA,2011-01-01,1,2012-03-29,2012-03-29,closed
Adherence Compliance,"['Financial Services', 'Information Technology', 'Software']",60000,USA,CO,2014-06-01,1,2015-01-02,2015-01-02,closed
Adheron Therapeutics,['Biotechnology'],1500000,USA,CA,,1,2015-07-31,2015-07-31,acquired
Adhysteria,"['Classifieds', 'Curated Web', 'Video']",10000,IND,16,2007-09-01,1,2007-07-01,2007-07-01,closed
ADI Engineering,['Networking'],-,USA,VA,1990-01-01,1,2011-11-10,2011-11-10,acquired
Adiana,['Biotechnology'],23000000,USA,CA,1997-01-01,1,2005-08-25,2005-08-25,acquired
adicate timeads,['Advertising'],2900000,NOR,13,2005-11-01,3,2005-11-01,2007-12-01,closed
Adify,['Advertising'],27000000,USA,CA,2006-08-08,2,2006-08-01,2007-04-18,acquired
Adility,"['Advertising', 'Coupons', 'Local Advertising', 'Local Based Services', 'Network Security']",100000,USA,CA,2009-02-01,2,2011-07-01,2011-09-06,acquired
Adir Technologies,"['Services', 'Technology', 'VoIP']",25000000,USA,NJ,,1,2001-06-11,2001-06-11,closed
Adjacent Applications,"['DOD/Military', 'E-Commerce', 'Internet', 'Marketplaces', 'Mobile']",256000,USA,CA,2011-05-31,2,2011-11-15,2012-12-01,closed
Adjug,"['Advertising', 'Internet', 'Marketplaces', 'Publishing']",8500000,GBR,H9,2007-01-01,2,2007-07-03,2008-03-01,acquired
Adku,['Software'],1540000,USA,CA,2010-08-01,3,2010-11-01,2011-12-09,acquired
AdLib Mediation LLC,"['Advertising', 'Apps', 'Mobile']",200000,,,2014-03-01,1,2014-11-15,2014-11-15,closed
ADMA Biologics,['Biotechnology'],46500000,USA,NJ,,3,2013-10-23,2014-12-15,ipo
Admatic,"['Big Data Analytics', 'Digital Media', 'E-Commerce', 'Marketing Automation', 'Search Marketing']",-,BRA,21,2013-03-01,1,2013-07-01,2013-07-01,acquired
Admazely,"['Advertising', 'E-Commerce']",600000,DNK,17,2011-10-01,1,2012-04-01,2012-04-01,closed
Admeld,"['Advertising', 'Auctions', 'Software']",30000000,USA,NY,2007-10-01,3,2008-11-10,2010-08-01,acquired
ADMETA,"['Advertising', 'Internet', 'Optimization', 'Real Time']",5000000,SWE,28,2002-01-01,1,2008-01-01,2008-01-01,acquired
Admify,"['Advertising', 'E-Commerce']",26000,RUS,48,2012-04-01,1,2013-04-01,2013-04-01,closed
AdMob,"['Advertising', 'Mobile']",46800000,USA,CA,2006-12-01,4,2006-09-01,2009-01-29,acquired
AdMobius,['Advertising'],5000000,USA,CA,2011-07-01,1,2012-09-30,2012-09-30,acquired
Adnavance Technologies,['Biotechnology'],7588201,USA,CA,,2,2005-11-29,2008-02-26,closed
AdNectar,"['Advertising', 'Virtual Goods']",-,USA,CA,2008-01-19,1,2008-08-01,2008-08-01,closed
Adnexus,"['Biotechnology', 'Health Care', 'Medical', 'Therapeutics']",55500000,USA,MA,2002-01-01,3,2003-01-01,2007-08-07,acquired
Adometry By Google,"['Advertising', 'Analytics', 'Displays', 'Software']",29575000,USA,TX,2005-01-01,5,2007-02-07,2012-12-28,acquired
Adomo,['Messaging'],18500000,USA,CA,1999-08-01,2,1999-11-01,2007-06-28,acquired
ADOR,"['News', 'Social Commerce', 'Social Media']",56464869,USA,WA,2009-02-01,5,2010-07-06,2013-10-31,acquired
Adoro Viajar S/A,,-,,,2015-01-01,1,2015-08-15,2015-08-15,closed
AdoTube,"['Advertising', 'Monetization', 'Video']",1230000,USA,NY,2007-02-26,2,2007-07-31,2008-04-01,acquired
ADP (Automatic Data Processing),"['Business Services', 'Consulting', 'Outsourcing']",2000000,USA,NJ,1949-01-01,1,2005-12-30,2005-12-30,ipo
Adpeps,['Advertising'],300000,RUS,,,1,2012-12-01,2012-12-01,closed
AdQuantic,"['Advertising', 'Algorithms', 'Auctions', 'Optimization', 'Search Marketing', 'Semantic Search']",-,FRA,A8,2010-01-01,1,2013-02-01,2013-02-01,acquired
adQuota,['Advertising'],3216500,DNK,17,,1,2014-01-17,2014-01-17,acquired
AdReady,"['Advertising', 'Displays', 'Graphics']",17807000,USA,WA,2006-01-01,4,2007-07-01,2012-06-19,acquired
Adreal,['Business Services'],150000,RUS,,,1,2012-12-01,2012-12-01,closed
AdRocket,"['Ad Targeting', 'Advertising', 'Email', 'Optimization']",1000000,USA,CA,2008-02-01,1,2009-05-15,2009-05-15,closed
adSage,"['Advertising', 'Services', 'Software']",20000000,USA,WA,2007-01-01,1,2011-09-01,2011-09-01,acquired
Adslot,"['Advertising', 'Media', 'Technology']",31634312,AUS,7,2007-01-01,7,2007-02-14,2014-07-03,ipo
ADSMAN.SSP,"['Advertising', 'Advertising Platforms', 'Mobile']",100000,,,2015-05-01,1,2015-04-10,2015-04-10,closed
AdStack,['Advertising'],-,USA,CA,2011-01-01,2,2011-04-01,2012-05-01,acquired
Adtena,,60000,,,2014-11-15,1,2015-04-21,2015-04-21,closed
Adtrade,['Advertising'],-,BRA,2,2013-07-01,1,2013-07-01,2013-07-01,closed
ADTsys,,-,,,2009-01-01,1,2014-07-01,2014-07-01,closed
Adtuitive,['Advertising'],1300000,USA,NY,2008-07-01,1,2009-02-01,2009-02-01,acquired
Aductions,['Advertising'],100000,USA,CA,2007-03-16,1,2007-07-05,2007-07-05,acquired
Adura Technologies,"['Clean Energy', 'Clean Technology', 'Lighting']",25500000,USA,CA,2008-01-01,3,2008-10-16,2012-04-26,acquired
Aduro BioTech,['Biotechnology'],143380947,USA,CA,2000-01-01,8,2009-11-17,2015-01-05,ipo
Advaliant,"['Advertising', 'Incentives', 'Internet', 'Performance Marketing', 'Sales and Marketing', 'Search']",100000,USA,NY,2013-04-16,1,2004-04-01,2004-04-01,closed
Advanced Accelerator Applications,"['Biotechnology', 'Health Diagnostics']",52750600,FRA,B9,2002-01-01,1,2014-02-17,2014-02-17,ipo
Advanced Analogic Technologies,['Semiconductors'],15000000,USA,NM,,1,2004-01-20,2004-01-20,acquired
Advanced BioHealing,['Biotechnology'],33500000,USA,CT,2003-01-01,2,2005-11-21,2007-02-27,acquired
Advanced Cardiac Therapeutics,['Biotechnology'],12300000,USA,CA,2007-01-01,2,2010-01-11,2014-04-21,closed
Advanced Cell Technology,['Biotechnology'],57777000,USA,CA,2007-01-01,3,2009-11-12,2014-07-03,ipo
Advanced Data Exchange,['Software'],10000000,USA,CA,1992-01-01,1,2003-07-28,2003-07-28,acquired
Advanced Digital Design,"['Design', 'Home Automation', 'Home Decor', 'Home Renovation']",-,ESP,52,2001-01-01,1,2007-02-20,2007-02-20,acquired
Advanced Electron Beams,['Clean Technology'],31670000,USA,MA,2005-01-01,2,2007-03-26,2009-08-04,closed
Advanced In Vitro Cell Technologies,['Health Care'],16211800,ESP,56,2001-01-01,1,2007-11-29,2007-11-29,acquired
Advanced LEDs,['Technology'],399947,,,,3,2012-09-01,2015-04-10,closed
Advanced Liquid Logic,['Hardware + Software'],5455180,USA,NC,,6,2009-03-30,2013-05-24,acquired
Advanced Marketing & Media Group,"['Advertising', 'Business Intelligence', 'Sales and Marketing', 'Software', 'Technology']",500000,USA,CT,2007-02-01,1,2007-02-15,2007-02-15,closed
Advanced Media,['Technology'],60764825,JPN,40,,1,2013-05-10,2013-05-10,ipo
Advanced Medical Innovations,,-,USA,CA,1995-01-01,1,2012-01-01,2012-01-01,closed
Advanced Mobile Solutions,"['Advertising', 'App Marketing', 'Mobile']",-,USA,PA,1998-01-03,1,2008-01-01,2008-01-01,acquired
Advanced Ophthalmic Pharma,['Biotechnology'],2000000,ISR,5,2007-01-01,1,2010-05-02,2010-05-02,closed
Advanced Photonix,"['Analytics', 'Hardware + Software']",562336,USA,MI,,1,2010-06-30,2010-06-30,ipo
Advanced Power Projects,['Clean Technology'],13000000,USA,CA,2009-01-01,1,2008-03-18,2008-03-18,closed
ART Advanced Recognition Technologies,"['Computers', 'Software', 'Technology']",6000000,USA,GA,1990-01-01,1,2004-01-14,2004-01-14,acquired
AdvanDx,['Biotechnology'],39700000,USA,MA,2002-01-01,5,2007-09-18,2015-03-17,acquired
Advasense,['Semiconductors'],24000000,ISR,2,2004-01-01,3,2005-01-25,2007-03-13,acquired
Advaxis,['Biotechnology'],98537423,USA,NJ,2002-01-01,8,2009-10-01,2015-08-26,ipo
Advebs,"['Enterprise Software', 'Internet Marketing']",980000,USA,CA,,1,2008-12-05,2008-12-05,closed
Advent Solar,"['Clean Technology', 'Solar']",78000000,USA,NM,,3,2003-01-01,2007-06-19,acquired
Adventi,['Consulting'],2930000,GBR,V8,,2,2005-07-24,2009-03-03,closed
Adventure Central,"['E-Commerce', 'Marketplaces', 'SaaS', 'Travel']",3500000,USA,AZ,2003-01-01,1,2007-01-10,2007-01-10,acquired
Advertising Concepts,,-,USA,PA,1994-01-01,1,1999-11-24,1999-11-24,closed
AdvisorPort,"['Application Platforms', 'Consulting', 'Investment Management']",5000000,,,,1,2002-11-01,2002-11-01,closed
Adviva,['Advertising'],8000000,USA,CA,,1,2004-12-01,2004-12-01,acquired
Advizzer,"['Curated Web', 'Mobile']",1000000,RUS,,2010-04-18,1,2012-08-01,2012-08-01,closed
Advwhere,,-,,,2015-07-03,1,2015-07-03,2015-07-03,closed
AdWhirl,['Mobile'],1000000,USA,CA,,1,2009-06-17,2009-06-17,acquired
Adwings,['Advertising'],24997,GBR,C3,2011-01-01,1,2011-05-01,2011-05-01,closed
AdWired,"['Advertising', 'Android', 'iPhone', 'Media', 'Mobile', 'Web Development', 'Windows Phone 7']",351681,RUS,48,2009-09-01,2,2013-08-13,2013-08-13,closed
AdXpose,"['Advertising', 'Analytics', 'SaaS']",22800000,USA,WA,2005-01-01,3,2007-02-01,2011-04-04,acquired
AdYouNet,['Advertising'],1400000,USA,CA,2006-01-01,2,2007-01-01,2008-04-30,closed
Adzilla,['Advertising'],10250000,USA,CA,,1,2007-08-01,2007-08-01,closed
AEA,,100000,,,1970-02-05,1,2014-10-05,2014-10-05,closed
AEA Technology,['Clean Technology'],6500000,GBR,,,1,2008-08-28,2008-08-28,acquired
Aegerion Pharmaceuticals,"['Biotechnology', 'Health Care']",19814760,USA,MA,2005-01-01,2,2010-06-28,2010-10-11,ipo
Aegis Analytical Corp.,"['Enterprises', 'Manufacturing', 'Software']",1304000,USA,CO,,1,2011-06-08,2011-06-08,acquired
Aegis Lightwave,"['Information Technology', 'Semiconductors']",8000000,USA,MA,2000-10-01,1,2006-03-01,2006-03-01,acquired
Aegis Surgical,['Health Care'],-,IRL,7,,1,2014-03-13,2014-03-13,closed
Aehr Test Systems,['Hardware + Software'],7857000,USA,CA,1977-01-01,4,1985-09-19,2015-04-22,ipo
Aeneid Corporation,,32000000,,,,2,1999-11-22,2000-02-02,closed
AEP Networks,['Web Hosting'],5000000,USA,NJ,1998-01-01,1,2004-12-23,2004-12-23,acquired
Aepona,['Web Hosting'],40000000,GBR,R3,1999-01-01,3,2005-03-04,2010-06-30,acquired
Aerie Pharmaceuticals,['Biotechnology'],253614965,USA,NJ,2005-01-01,5,2010-09-01,2014-09-09,ipo
Aeristech Limited,"['Automotive', 'Electronics', 'Engineering Firms', 'Motors']",396528.547243142,,,2006-02-07,1,2014-08-01,2014-08-01,closed
Aerob,"['Aerospace', 'Drones', 'Robotics']",159000,RUS,,,1,2012-12-18,2012-12-18,closed
Aerohive Networks,"['Mobile', 'Technology']",104952382,USA,CA,2006-01-01,6,2006-07-01,2013-07-09,ipo
Aeromics,['Biotechnology'],1349360,USA,OH,,1,2014-03-20,2014-03-20,closed
Aeromot,"['Aerospace', 'Defense', 'Services']",243000,BRA,23,1967-01-01,1,1985-05-01,1985-05-01,closed
Aeropostale,"['Consumers', 'E-Commerce']",150000000,USA,NY,1987-01-01,1,2014-05-28,2014-05-28,ipo
AeroScout,"['Mobile', 'RFID', 'Wireless']",49000000,USA,CA,1999-01-01,4,2007-03-02,2010-11-04,acquired
Aerovance,['Biotechnology'],120500000,USA,CA,2004-01-01,5,2007-03-28,2011-03-21,closed
AerovectRx,"['Health Care', 'Medical', 'Therapeutics']",1200000,USA,GA,,5,2006-09-08,2009-01-15,closed
Aesica Pharmaceuticals,['Biotechnology'],-,GBR,I7,,1,2011-09-30,2011-09-30,acquired
Aesthera Corporation,['Cosmetics'],6500000,USA,CA,2004-01-01,1,2005-02-15,2005-02-15,acquired
Aesthetic Sciences,,6000000,,,,1,2006-11-29,2006-11-29,closed
Aether Ventures Inc.,"['Automotive', 'Innovation Engineering', 'Technology']",150000,,,2014-09-08,1,2015-08-01,2015-08-01,closed
Aethlon Medical,['Health Care'],17681234,USA,CA,1999-01-01,12,2009-07-10,2015-06-24,ipo
Affective Systems Plc,,589007.640554257,,,,1,2015-09-07,2015-09-07,closed
Affimed Therapeutics,['Biotechnology'],108377224,DEU,1,2000-01-01,5,2007-04-04,2014-09-02,ipo
Affinity,"['Ad Targeting', 'Advertising', 'Digital Media', 'Mobile Advertising']",85000000,USA,IL,2006-01-01,2,1999-10-01,2002-01-01,acquired
Affinity Systems,['Software'],151525,CAN,ON,,1,2013-09-27,2013-09-27,closed
Affinity Labs,['Curated Web'],-,USA,CA,,1,2006-01-01,2006-01-01,acquired
Affinium Pharmaceuticals,"['Biotechnology', 'Health Care', 'Pharmaceuticals']",81800000,USA,TX,2000-01-01,5,2007-03-26,2013-09-11,acquired
Affinnova,"['Advertising', 'Creative', 'Design', 'Optimization', 'Predictive Analytics', 'Sales and Marketing']",10500000,SGP,,2000-01-01,2,2003-07-09,2004-08-17,acquired
Affordable Interior Systems,['Furniture'],-,USA,MA,1989-01-01,1,1999-01-01,1999-01-01,acquired
Affymax,['Biotechnology'],112999999,USA,CA,,3,2001-07-30,2009-03-03,closed
Africa Talent Management,"['Cloud Computing', 'Consulting', 'Recruiting']",-,,,2015-01-01,1,2015-11-01,2015-11-01,closed
AfterNic,"['Domains', 'Marketplaces', 'Web Tools']",5000000,USA,MA,,1,1999-12-13,1999-12-13,acquired
AGEIA Technologies,['Games'],27500000,USA,CA,2002-01-01,2,2004-10-04,2005-10-03,acquired
AGELON М,['Business Services'],225000,RUS,,2012-01-01,1,2013-07-01,2013-07-01,closed
Agencourt Bioscience,['Biotechnology'],-,USA,MA,2000-01-01,1,1998-01-01,1998-01-01,acquired
Agencyport Software,['Software'],1171300,USA,MA,2000-01-01,1,2011-12-02,2011-12-02,acquired
Agent Panda,"['Communications Infrastructure', 'Online Reservations', 'Travel & Tourism']",50311,,,2013-01-01,1,2012-08-01,2012-08-01,closed
AgentRave,['Reviews and Recommendations'],45000,USA,GA,2015-07-15,1,2015-08-15,2015-08-15,closed
Agenus,['Biotechnology'],171140000,USA,MA,1994-01-01,5,2009-08-04,2015-09-23,ipo
Aggregate Knowledge,['Advertising'],74311925,USA,CA,2006-03-01,8,2005-01-01,2013-04-01,acquired
Agiftidea.com,"['Gift Card', 'Social Media']",50000,USA,MD,2012-01-01,1,2012-01-01,2012-01-01,closed
AGILE customer insight,"['Analytics', 'Banking', 'Big Data', 'Retail', 'SaaS', 'Sales and Marketing', 'Software']",640000,GBR,H9,2011-11-01,1,2011-11-01,2011-11-01,closed
Agile Therapeutics,['Biotechnology'],111005000,USA,NJ,1997-01-01,7,2009-10-28,2015-02-06,ipo
AgileZen,"['Enterprise Software', 'Health and Wellness', 'Internet', 'Project Management', 'Software']",25000,USA,CO,2009-01-01,1,2009-09-16,2009-09-16,acquired
Agility Communications,"['Lasers', 'Manufacturing', 'Optical Communications']",168000000,USA,CA,1998-01-01,4,2000-10-11,2005-03-09,acquired
"Agillion, Inc.","['SaaS', 'Services']",40000000,USA,TX,1998-01-01,1,1999-11-08,1999-11-08,closed
Agilys,['Software'],735330,BEL,10,,1,2012-03-01,2012-03-01,acquired
AgInfoLink,['Software'],12265000,USA,CO,1997-01-01,3,2007-03-07,2011-03-22,closed
Agios Pharmaceuticals,"['Biotechnology', 'Health Care']",119823937,USA,MA,2008-01-01,4,2008-07-07,2011-11-17,ipo
Agistics,['Enterprise Software'],2000000,USA,CA,2005-01-01,1,2005-11-10,2005-11-10,acquired
Agito Networks,['Enterprise Software'],22000000,USA,CA,,2,2007-10-15,2008-06-30,acquired
agnion Energy,['Clean Technology'],-,USA,DE,2007-01-01,1,2011-05-12,2011-05-12,acquired
Agooz,"['Delivery', 'E-Commerce', 'Fashion']",10000,MEX,11,2014-11-20,1,2015-04-17,2015-04-17,closed
Agoura Technologies,['Nanotechnology'],1000000,USA,CA,,1,2005-09-13,2005-09-13,closed
AgraQuest,['Biotechnology'],57100000,USA,CA,1995-01-01,4,2003-02-07,2011-03-21,acquired
agri.capital,['Clean Technology'],81672000,DEU,8,2004-01-01,1,2009-05-19,2009-05-19,closed
AgriMetis,"['Agriculture', 'Development Platforms', 'Technology']",7300000,,,2014-01-01,1,2015-02-13,2015-02-13,closed
